# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_exon_loss_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
Bma016627.1	null.12819	Bma016627.1	protein_coding	0	0	0	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1616
Bma016674.1	null.12867	Bma016674.1	protein_coding	0	0	0	851	0	0	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016675.1	null.12868	Bma016675.1	protein_coding	29	124	90	608	0	0	0	1	0	0	6	0	649	90	11	3	40	0	0	10	0	0	97	0
Bma016676.1	null.12869	Bma016676.1	protein_coding	0	0	0	851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	851
Bma016693.1	null.12884	Bma016693.1	protein_coding	83	112	141	930	2	17	3	2	276	0	63	0	676	124	3	2	27	0	0	36	0	2	93	0
Bma016706.1	null.12898	Bma016706.1	protein_coding	0	0	0	995	0	0	0	0	995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016707.2	null.12899	Bma016707.2	protein_coding	0	0	0	1894	0	0	0	0	899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995
Bma016708.1	null.12900	Bma016708.1	protein_coding	90	124	180	686	10	3	8	10	181	0	63	0	556	157	15	13	62	0	0	12	0	0	101	0
Bma016709.1	null.12902	Bma016709.1	protein_coding	0	0	0	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1235
Bma016710.1	null.12903	Bma016710.1	protein_coding	0	0	0	1235	0	0	0	0	1235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016713.1	null.12906	Bma016713.1	protein_coding	0	0	0	1905	0	0	0	0	1905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016714.1	null.12907	Bma016714.1	protein_coding	0	0	0	2082	0	0	0	0	2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016715.1	null.12908	Bma016715.1	protein_coding	202	424	409	1048	2	35	9	9	469	0	135	0	678	373	12	11	120	0	0	81	5	1	347	0
Bma016723.1	null.12916	Bma016723.1	protein_coding	380	585	794	1081	27	36	25	12	808	0	301	0	359	706	11	19	89	0	0	59	4	3	526	0
Bma016803.1	null.12992	Bma016803.1	protein_coding	0	0	0	1736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1736
Bma016804.1	null.12993	Bma016804.1	protein_coding	100	169	162	1305	3	13	3	5	0	0	66	0	1360	146	7	11	60	0	0	39	0	0	132	0
Bma016807.1	null.12995	Bma016807.1	protein_coding	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	707
Bma016808.1	null.12996	Bma016808.1	protein_coding	40	30	49	588	0	6	1	5	0	0	36	0	311	39	0	0	4	0	0	10	0	0	27	280
Bma016809.1	null.12997	Bma016809.1	protein_coding	0	0	0	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1188
Bma016810.1	null.12998	Bma016810.1	protein_coding	138	217	299	534	6	16	9	4	262	0	110	0	285	272	3	2	20	0	0	30	2	2	207	0
Bma016811.1	null.12999	Bma016811.1	protein_coding	0	0	0	1188	0	0	0	0	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016833.2	null.13018	Bma016833.2	protein_coding	134	376	550	1397	8	7	13	6	610	0	77	0	827	521	2	4	45	0	0	68	0	0	342	0
Bma016834.1	null.13019	Bma016834.1	protein_coding	0	0	0	2457	0	0	0	0	2457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016840.1	null.13025	Bma016840.1	protein_coding	200	360	476	152	10	16	8	29	0	0	153	0	179	427	2	1	40	0	0	67	0	0	336	0
Bma016841.1	null.13026	Bma016841.1	protein_coding	0	0	0	1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1188
Bma016852.2	null.13035	Bma016852.2	protein_coding	0	0	0	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784
Bma016853.1	null.13036	Bma016853.1	protein_coding	0	0	0	2402	0	0	0	0	2402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016854.2	null.13037	Bma016854.2	protein_coding	209	328	340	1526	6	27	8	12	476	0	145	0	1171	303	27	13	128	0	0	50	5	1	246	0
Bma016867.1	null.13048	Bma016867.1	protein_coding	0	0	0	1331	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016868.1	null.13049	Bma016868.1	protein_coding	41	139	228	923	1	0	2	1	0	0	15	0	957	224	6	3	32	0	0	19	0	0	114	0
Bma016869.1	null.13050	Bma016869.1	protein_coding	0	0	0	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	528
Bma016947.1	null.13124	Bma016947.1	protein_coding	0	0	0	1179	0	0	0	0	1179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016948.1	null.13125	Bma016948.1	protein_coding	95	106	126	853	10	20	1	16	292	0	57	0	608	102	7	15	52	0	0	35	1	1	80	0
Bma016949.1	null.13126	Bma016949.1	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
Bma016960.1	null.13137	Bma016960.1	protein_coding	101	296	508	260	2	8	4	2	201	0	58	0	82	494	5	1	21	0	0	45	2	0	279	0
Bma016961.1	null.13138	Bma016961.1	protein_coding	0	0	0	1165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1165
Bma016964.1	null.13140	Bma016964.1	protein_coding	0	0	0	687	0	0	0	0	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016965.1	null.13141	Bma016965.1	protein_coding	46	213	267	161	0	2	4	3	0	0	28	0	182	260	3	3	21	0	0	19	0	0	198	0
Bma016966.1	null.13142	Bma016966.1	protein_coding	0	0	0	977	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244
Bma016967.1	null.13143	Bma016967.1	protein_coding	0	0	0	733	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016968.1	null.13144	Bma016968.1	protein_coding	21	54	107	551	1	1	0	2	0	0	13	0	0	104	0	0	0	0	0	9	0	0	54	551
Bma016969.1	null.13145	Bma016969.1	protein_coding	0	0	0	733	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016970.1	null.13146	Bma016970.1	protein_coding	0	0	0	611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611
Bma016973.1	null.13149	Bma016973.1	protein_coding	0	0	0	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	440
Bma016974.2	null.13150	Bma016974.2	protein_coding	0	0	0	1409	0	0	0	0	1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016975.1	null.13151	Bma016975.1	protein_coding	185	356	533	335	8	16	12	17	161	0	148	0	193	487	4	6	48	0	0	33	1	0	329	18
Bma016976.1	null.13152	Bma016976.1	protein_coding	0	0	0	1409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1409
Bma016979.1	null.13154	Bma016979.1	protein_coding	0	0	0	507	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma016980.1	null.13155	Bma016980.1	protein_coding	0	0	0	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507
Bma016981.1	null.13156	Bma016981.1	protein_coding	70	157	109	171	3	5	2	0	32	0	46	0	195	101	13	4	60	0	0	19	2	0	118	0
Bma017042.2	null.13214	Bma017042.2	protein_coding	0	0	0	1246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1246
Bma017043.1	null.13215	Bma017043.1	protein_coding	0	0	0	2209	0	0	0	0	2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma017044.1	null.13216	Bma017044.1	protein_coding	234	266	359	1350	16	30	19	11	100	0	177	0	1322	304	13	11	92	0	0	77	1	0	218	0
Bma017060.1	null.13229	Bma017060.1	protein_coding	77	128	109	118	6	8	2	1	0	0	51	0	169	101	5	9	53	0	0	25	0	0	91	0
Bma017083.1	null.13250	Bma017083.1	protein_coding	326	433	522	1482	8	50	15	16	0	0	235	1	712	461	21	18	131	1	0	89	0	0	353	888
Bma017084.1	null.13251	Bma017084.1	protein_coding	0	0	0	920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	920
Bma017110.1	null.13271	Bma017110.1	protein_coding	119	282	447	270	4	4	7	9	171	0	79	0	117	433	3	0	22	0	0	48	3	1	266	0
Bma017111.1	null.13272	Bma017111.1	protein_coding	0	0	0	1118	0	0	0	0	1118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma017135.1	null.13292	Bma017135.1	protein_coding	11	181	85	262	0	1	2	4	262	0	9	0	0	79	0	0	0	0	0	3	0	0	181	0
Bma017145.2	null.13302	Bma017145.2	protein_coding	16	103	203	487	0	0	1	0	0	0	8	0	498	202	1	2	11	0	0	8	0	0	95	0
Bma017146.1	null.13303	Bma017146.1	protein_coding	0	0	0	560	0	0	0	0	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma017192.1	null.13344	Bma017192.1	protein_coding	122	225	231	1045	3	13	4	4	310	0	89	0	774	219	4	5	53	0	0	45	2	1	194	0
Bma017193.2	null.13345	Bma017193.2	protein_coding	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253
Bma017334.1	null.13463	Bma017334.1	protein_coding	214	178	174	1243	7	52	3	17	0	0	159	0	1347	124	20	6	116	0	0	73	0	0	100	0
Bma017337.1	null.13464	Bma017337.1	protein_coding	0	0	0	2053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2053
Bma017338.1	null.13465	Bma017338.1	protein_coding	0	0	0	2842	0	0	0	0	2842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma017339.1	null.13466	Bma017339.1	protein_coding	72	150	201	2419	2	18	1	6	1327	0	51	0	1124	177	6	5	33	0	0	12	1	2	127	0
Bma017343.1	null.13470	Bma017343.1	protein_coding	0	0	0	1254	0	0	0	0	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma017344.1	null.13471	Bma017344.1	protein_coding	142	227	259	626	3	15	5	11	0	0	85	0	695	242	17	8	67	0	0	76	0	0	183	0
Bma017353.1	null.13478	Bma017353.1	protein_coding	0	0	0	3579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3579
Bma017354.2	null.13479	Bma017354.2	protein_coding	415	748	1070	1346	24	49	20	19	605	0	280	1	671	984	10	10	108	5	1	144	2	3	683	150
Bma017355.1	null.13480	Bma017355.1	protein_coding	0	0	0	3579	0	0	0	0	3579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma017409.1	null.13515	Bma017409.1	protein_coding	32	71	90	283	0	1	3	0	0	0	16	0	303	87	7	0	19	0	0	11	0	0	58	0
Bma017443.1	null.13542	Bma017443.1	protein_coding	173	201	254	1468	6	25	6	9	611	0	129	0	930	227	8	13	85	0	0	50	2	3	146	0
Bma017450.1	null.13548	Bma017450.1	protein_coding	84	55	114	1028	4	9	5	6	0	0	66	1	482	96	1	2	9	3	1	24	0	0	48	554
Bma017512.1	null.13596	Bma017512.1	protein_coding	26	168	143	814	2	2	2	4	406	0	20	0	421	134	1	0	24	0	0	5	4	0	156	0
Bma017615.1	null.13662	Bma017615.1	protein_coding	0	0	0	1703	0	0	0	0	1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma017616.1	null.13663	Bma017616.1	protein_coding	125	128	157	1635	9	20	5	13	209	0	85	0	1481	128	15	7	62	0	0	46	3	0	95	0
Bma017651.1	null.13688	Bma017651.1	protein_coding	260	339	456	1107	11	12	18	33	342	0	197	0	834	403	7	10	81	0	0	88	3	1	286	0
Bma017658.1	null.13693	Bma017658.1	protein_coding	0	0	0	1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1337
Bma017659.1	null.13694	Bma017659.1	protein_coding	120	351	493	378	11	6	2	0	212	0	75	0	0	477	0	0	11	2	0	40	10	0	351	166
Bma017809.1	null.13778	Bma017809.1	protein_coding	372	505	538	827	10	21	13	58	0	0	280	0	960	466	16	22	158	0	0	109	0	0	410	0
Bma018458.1	null.14175	Bma018458.1	protein_coding	0	0	0	607	0	0	0	0	0	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0
Bma018459.1	null.14176	Bma018459.1	protein_coding	0	0	0	607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	607
Bma018463.1	null.14181	Bma018463.1	protein_coding	87	254	252	1644	8	13	2	16	1136	0	52	0	543	220	3	1	50	0	0	33	6	0	223	0
Bma018464.1	null.14182	Bma018464.1	protein_coding	0	0	0	2236	0	0	0	0	1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030
Bma018465.1	null.14184	Bma018465.1	protein_coding	0	0	0	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1030
Bma018520.1	null.14237	Bma018520.1	protein_coding	105	404	438	596	5	6	2	10	381	0	58	0	242	423	6	3	38	0	0	52	1	0	386	0
Bma018521.1	null.14238	Bma018521.1	protein_coding	0	0	0	1543	0	0	0	0	1543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018529.1	null.14246	Bma018529.1	protein_coding	0	0	0	1117	0	0	0	0	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018530.1	null.14247	Bma018530.1	protein_coding	110	180	162	665	2	13	3	2	0	0	70	0	717	147	18	8	45	0	0	31	0	0	154	0
Bma018547.1	null.14267	Bma018547.1	protein_coding	0	0	0	1933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1933
Bma018548.1	null.14268	Bma018548.1	protein_coding	0	0	0	2209	0	0	0	0	2209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018549.1	null.14269	Bma018549.1	protein_coding	0	0	0	682	0	0	0	0	682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018553.1	null.14274	Bma018553.1	protein_coding	0	0	0	662	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018554.2	null.14275	Bma018554.2	protein_coding	16	42	59	545	0	0	1	3	0	0	11	0	475	58	1	1	10	0	0	6	0	0	38	76
Bma018555.1	null.14276	Bma018555.1	protein_coding	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662
Bma018556.1	null.14277	Bma018556.1	protein_coding	0	0	0	1725	0	0	0	0	1725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018557.2	null.14278	Bma018557.2	protein_coding	447	630	651	1494	11	57	19	16	309	2	317	0	1466	573	40	50	295	0	0	105	5	0	437	0
Bma018600.6	null.14322	Bma018600.6	protein_coding	0	0	0	660	0	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018601.1	null.14323	Bma018601.1	protein_coding	48	152	247	213	3	7	4	3	189	0	37	0	38	230	0	0	18	0	0	11	3	0	138	0
Bma018602.2	null.14324	Bma018602.2	protein_coding	0	0	0	660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	660
Bma018622.2	null.14342	Bma018622.2	protein_coding	0	0	0	2206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2206
Bma018623.7	null.14343	Bma018623.7	protein_coding	289	521	800	596	17	12	21	28	0	0	226	0	654	734	4	11	73	0	0	81	0	0	478	0
Bma018629.1	null.14348	Bma018629.1	protein_coding	0	0	0	1643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1643
Bma018630.2	null.14349	Bma018630.2	protein_coding	136	386	375	746	3	3	8	7	0	0	96	0	811	358	10	8	78	0	0	34	0	0	339	0
Bma018655.1	null.14373	Bma018655.1	protein_coding	0	0	0	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1199
Bma018656.1	null.14374	Bma018656.1	protein_coding	126	365	385	323	3	19	3	8	240	0	83	0	101	363	1	3	24	0	0	62	1	1	350	0
Bma018657.1	null.14375	Bma018657.1	protein_coding	0	0	0	1199	0	0	0	0	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018676.1	null.14391	Bma018676.1	protein_coding	0	0	0	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759
Bma018677.2	null.14392	Bma018677.2	protein_coding	17	4	11	1301	3	1	0	0	739	0	14	0	0	8	0	0	0	3	1	5	0	0	3	562
Bma018678.1	null.14393	Bma018678.1	protein_coding	0	0	0	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1332
Bma018689.1	null.14404	Bma018689.1	protein_coding	0	0	0	457	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018690.2	null.14405	Bma018690.2	protein_coding	68	96	94	971	1	3	6	4	0	0	51	0	423	86	3	6	38	2	0	22	0	0	72	581
Bma018691.1	null.14406	Bma018691.1	protein_coding	0	0	0	1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193
Bma018755.2	null.14468	Bma018755.2	protein_coding	0	0	0	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1020
Bma018756.1	null.14469	Bma018756.1	protein_coding	0	0	0	1020	0	0	0	0	1020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018759.1	null.14472	Bma018759.1	protein_coding	19	161	201	26	2	3	2	0	0	0	8	1	0	196	0	0	0	0	0	11	0	0	160	26
Bma018760.1	null.14473	Bma018760.1	protein_coding	0	0	0	407	0	0	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018772.1	null.14484	Bma018772.1	protein_coding	93	99	92	1225	2	5	2	12	660	1	63	0	622	80	7	12	57	0	0	35	0	0	61	0
Bma018773.2	null.14485	Bma018773.2	protein_coding	0	0	0	1508	0	0	0	0	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018810.1	null.14518	Bma018810.1	protein_coding	0	0	0	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1273
Bma018811.1	null.14519	Bma018811.1	protein_coding	228	151	300	750	8	35	15	9	0	0	196	0	712	246	5	5	42	1	0	39	0	0	129	70
Bma018812.1	null.14520	Bma018812.1	protein_coding	0	0	0	1429	0	0	0	0	1429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018822.1	null.14531	Bma018822.1	protein_coding	0	0	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325
Bma018823.1	null.14532	Bma018823.1	protein_coding	0	0	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1325
Bma018824.1	null.14533	Bma018824.1	protein_coding	80	303	482	461	1	6	3	5	337	0	36	2	0	467	0	0	2	2	0	44	1	1	300	124
Bma018845.1	null.14551	Bma018845.1	protein_coding	0	0	0	844	0	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018846.1	null.14552	Bma018846.1	protein_coding	0	0	0	844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844
Bma018847.1	null.14553	Bma018847.1	protein_coding	176	183	223	263	3	28	3	10	84	0	131	0	227	193	12	5	68	0	0	68	4	1	151	0
Bma018881.1	null.14583	Bma018881.1	protein_coding	177	642	780	1047	5	8	7	28	0	0	124	0	864	739	7	7	65	8	0	53	0	0	599	240
Bma018904.1	null.14604	Bma018904.1	protein_coding	0	0	0	821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821
Bma018905.1	null.14605	Bma018905.1	protein_coding	78	243	179	322	7	7	6	12	322	0	62	0	5	153	4	0	6	0	0	17	2	0	242	0
Bma018928.1	null.14628	Bma018928.1	protein_coding	0	0	0	1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194
Bma018929.2	null.14629	Bma018929.2	protein_coding	69	122	125	878	1	21	2	6	0	0	44	0	927	103	3	3	64	0	0	35	0	0	79	0
Bma018982.1	null.14677	Bma018982.1	protein_coding	141	313	370	1120	6	5	4	20	457	0	71	0	739	348	6	17	84	0	0	69	1	1	259	0
Bma018983.1	null.14678	Bma018983.1	protein_coding	43	170	130	2150	1	7	2	4	1944	0	31	0	235	119	2	2	30	0	0	13	0	0	145	0
Bma018998.1	null.14692	Bma018998.1	protein_coding	0	0	0	222	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma018999.1	null.14693	Bma018999.1	protein_coding	32	92	95	3	1	2	2	0	0	0	28	0	0	91	0	0	0	1	0	4	0	0	92	3
Bma019001.1	null.14694	Bma019001.1	protein_coding	69	402	393	99	11	7	9	3	0	0	39	0	114	364	2	3	15	0	0	30	0	0	392	0
Bma019002.1	null.14695	Bma019002.1	protein_coding	241	562	700	1382	9	27	13	7	237	0	171	0	626	657	8	7	71	0	0	85	0	1	514	581
Bma019003.1	null.14696	Bma019003.1	protein_coding	0	0	0	1408	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	827
Bma019004.1	null.14698	Bma019004.1	protein_coding	61	189	304	3	2	1	4	5	3	0	42	0	0	292	0	0	2	0	0	22	1	1	188	0
Bma019005.1	null.14699	Bma019005.1	protein_coding	0	0	0	1290	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557
Bma019006.1	null.14700	Bma019006.1	protein_coding	42	267	249	184	2	3	0	8	184	0	36	0	0	237	0	0	1	0	0	10	0	1	266	0
Bma019007.1	null.14701	Bma019007.1	protein_coding	0	0	0	742	0	0	0	0	742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma019010.1	null.14704	Bma019010.1	protein_coding	110	189	178	1871	2	4	2	22	1378	0	69	0	591	158	14	9	118	0	0	38	0	0	114	0
Bma019011.1	null.14705	Bma019011.1	protein_coding	0	0	0	2354	0	0	0	0	1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	970
Bma019012.1	null.14706	Bma019012.1	protein_coding	51	135	158	2720	1	2	0	2	1629	0	23	0	298	154	4	5	45	0	0	17	2	0	105	832
Bma019013.1	null.14707	Bma019013.1	protein_coding	93	319	331	1402	4	7	12	2	1376	0	61	0	0	306	0	0	1	1	0	34	0	1	318	26
Bma019018.2	null.14712	Bma019018.2	protein_coding	112	259	297	1778	5	4	4	6	0	0	81	0	1804	281	6	10	55	0	0	25	0	0	226	23
Bma019021.1	null.14714	Bma019021.1	protein_coding	0	0	0	350	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma019022.1	null.14715	Bma019022.1	protein_coding	0	0	0	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350
Bma019023.1	null.14716	Bma019023.1	protein_coding	85	64	56	145	5	7	2	11	0	0	75	0	160	34	5	0	11	0	0	12	0	0	54	0
Bma019024.1	null.14717	Bma019024.1	protein_coding	66	177	331	0	5	3	9	8	0	0	55	0	0	306	0	0	0	0	0	12	0	0	177	0
Bma019025.1	null.14718	Bma019025.1	protein_coding	0	0	0	656	0	0	0	0	656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma019026.1	null.14719	Bma019026.1	protein_coding	22	34	39	561	0	7	0	2	0	0	11	0	574	36	3	2	15	0	0	16	0	0	26	0
Bma019027.1	null.14720	Bma019027.1	protein_coding	0	0	0	1045	0	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	656
Bma019028.1	null.14721	Bma019028.1	protein_coding	0	0	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389
Bma019029.1	null.14722	Bma019029.1	protein_coding	22	54	83	230	1	4	0	0	172	0	11	0	71	79	4	0	15	0	0	7	3	1	44	0
Bma019031.1	null.14724	Bma019031.1	protein_coding	0	0	0	1480	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma019041.1	null.14728	Bma019041.1	protein_coding	195	292	271	897	7	11	10	32	471	0	134	0	526	228	21	8	119	0	0	66	6	0	221	0
Bma019042.1	null.14729	Bma019042.1	protein_coding	0	0	0	1653	0	0	0	0	1653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma019043.1	null.14730	Bma019043.1	protein_coding	0	0	0	807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	807
Bma019045.1	null.14731	Bma019045.1	protein_coding	16	27	36	1470	0	1	1	2	1009	0	12	0	0	32	0	0	0	3	0	3	0	0	27	461
Bma019046.1	null.14732	Bma019046.1	protein_coding	64	139	158	2004	0	13	2	0	539	0	47	0	529	144	4	3	25	0	0	20	0	0	125	957
Bma019047.1	null.14733	Bma019047.1	protein_coding	3	4	2	1819	1	0	0	0	1819	0	2	0	0	2	0	0	3	0	0	0	2	0	4	0
Bma019050.1	null.14736	Bma019050.1	protein_coding	0	0	0	393	0	0	0	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bma019051.1	null.14737	Bma019051.1	protein_coding	14	59	75	245	1	7	1	0	245	0	8	0	0	67	0	0	5	0	0	3	3	1	58	0
Bma019057.1	null.14740	Bma019057.1	protein_coding	14	47	62	2649	3	1	1	0	2360	0	10	0	303	58	1	1	20	0	0	3	0	0	35	0
Bma019058.1	null.14741	Bma019058.1	protein_coding	279	624	740	1143	10	48	5	20	412	0	201	0	812	684	9	6	95	0	0	135	0	0	558	0
Bma019073.1	null.14754	Bma019073.1	protein_coding	87	199	264	1158	4	12	2	3	145	0	48	0	151	251	4	1	47	0	0	36	10	1	171	894
Bma019074.1	null.14755	Bma019074.1	protein_coding	133	154	228	1192	12	1	7	10	0	0	109	2	323	202	7	1	49	10	0	15	0	0	122	907
Bma019081.1	null.14762	Bma019081.1	protein_coding	29	109	81	1773	1	3	1	2	152	0	21	0	525	75	3	4	24	0	0	9	0	0	95	1117
Bma019082.1	null.14763	Bma019082.1	protein_coding	0	0	0	1992	0	0	0	0	1117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875
Bma019083.1	null.14764	Bma019083.1	protein_coding	87	177	192	2596	6	11	8	13	1935	0	56	0	373	162	10	2	54	0	0	29	0	0	134	343
Bma019084.1	null.14765	Bma019084.1	protein_coding	113	171	239	1966	3	4	1	10	554	0	96	0	230	222	0	1	8	0	2	30	0	0	161	1191
Bma019085.1	null.14766	Bma019085.1	protein_coding	0	0	0	2927	0	0	0	0	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	992
Bma019086.1	null.14767	Bma019086.1	protein_coding	108	297	318	269	3	8	5	2	269	0	82	0	0	302	0	0	1	0	0	28	1	0	297	0
